name	desc	leng
TIGR00461	gcvP: glycine dehydrogenase	939
TIGR00462	genX: EF-P lysine aminoacylase GenX	304
TIGR00463	gltX_arch: glutamate--tRNA ligase	560
TIGR00464	gltX_bact: glutamate--tRNA ligase	470
TIGR00465	ilvC: ketol-acid reductoisomerase	314
TIGR00466	kdsB: 3-deoxy-D-manno-octulosonate cytidylyltransferase	241
TIGR00467	lysS_arch: lysine--tRNA ligase	515
TIGR00468	pheS: phenylalanine--tRNA ligase, alpha subunit	324
TIGR00469	pheS_mito: phenylalanine--tRNA ligase	451
TIGR00470	sepS: O-phosphoserine--tRNA ligase	533
TIGR00471	pheT_arch: phenylalanine--tRNA ligase, beta subunit	551
TIGR00472	pheT_bact: phenylalanine--tRNA ligase, beta subunit	798
TIGR00473	pssA: CDP-diacylglycerol-serine O-phosphatidyltransferase	153
TIGR00474	selA: L-seryl-tRNA selenium transferase	455
TIGR00475	selB: selenocysteine-specific translation elongation factor	581
TIGR00476	selD: selenide, water dikinase	348
TIGR00477	tehB: tellurite resistance protein TehB	238
TIGR00478	tly: hemolysin TlyA family protein	228
TIGR00479	rumA: 23S rRNA (uracil-5-)-methyltransferase RumA	432
TIGR00481	TIGR00481: Raf kinase inhibitor-like protein, YbhB/YbcL family	142
TIGR00482	TIGR00482: nicotinate (nicotinamide) nucleotide adenylyltransferase	194
TIGR00483	EF-1_alpha: translation elongation factor EF-1, subunit alpha	427
TIGR00484	EF-G: translation elongation factor G	691
TIGR00485	EF-Tu: translation elongation factor Tu	394
TIGR00486	YbgI_SA1388: dinuclear metal center protein, YbgI/SA1388 family	250
TIGR00487	IF-2: translation initiation factor IF-2	587
TIGR00488	TIGR00488: putative HD superfamily hydrolase	173
TIGR00489	aEF-1_beta: translation elongation factor aEF-1 beta	88
TIGR00490	aEF-2: translation elongation factor aEF-2	720
TIGR00491	aIF-2: translation initiation factor aIF-2	594
TIGR00492	alr: alanine racemase	369
TIGR00493	clpP: ATP-dependent Clp endopeptidase, proteolytic subunit ClpP	192
TIGR00494	crcB: protein CrcB	117
TIGR00495	crvDNA_42K: DNA-binding protein, 42 kDa	383
TIGR00496	frr: ribosome recycling factor	176
TIGR00497	hsdM: type I restriction-modification system, M subunit	515
TIGR00498	lexA: repressor LexA	203
TIGR00499	lysS_bact: lysine--tRNA ligase	496
TIGR00500	met_pdase_I: methionine aminopeptidase, type I	247
TIGR00501	met_pdase_II: methionine aminopeptidase, type II	295
TIGR00502	nagB: glucosamine-6-phosphate deaminase	259
TIGR00503	prfC: peptide chain release factor 3	527
TIGR00504	pyro_pdase: pyroglutamyl-peptidase I	213
TIGR00505	ribA: GTP cyclohydrolase II	191
TIGR00506	ribB: 3,4-dihydroxy-2-butanone-4-phosphate synthase	204
TIGR00507	aroE: shikimate 5-dehydrogenase	270
TIGR00508	bioA: adenosylmethionine-8-amino-7-oxononanoate transaminase	419
TIGR00509	bisC_fam: molybdopterin guanine dinucleotide-containing S/N-oxide reductases	772
TIGR00510	lipA: lipoyl synthase	302
TIGR00511	ribulose_e2b2: ribose-1,5-bisphosphate isomerase, e2b2 family	301
TIGR00512	salvage_mtnA: S-methyl-5-thioribose-1-phosphate isomerase	335
TIGR00513	accA: acetyl-CoA carboxylase, carboxyl transferase, alpha subunit	321
TIGR00514	accC: acetyl-CoA carboxylase, biotin carboxylase subunit	449
TIGR00515	accD: acetyl-CoA carboxylase, carboxyl transferase, beta subunit	285
TIGR00516	acpS: holo-[acyl-carrier-protein] synthase	125
TIGR00517	acyl_carrier: acyl carrier protein	77
TIGR00518	alaDH: alanine dehydrogenase	370
TIGR00519	asnASE_I: L-asparaginase, type I	337
TIGR00520	asnASE_II: L-asparaginase, type II	352
TIGR00521	coaBC_dfp: phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase	392
TIGR00522	dph5: diphthine synthase	258
TIGR00523	eIF-1A: translation initiation factor eIF-1A	98
TIGR00524	eIF-2B_rel: eIF-2B alpha/beta/delta-related uncharacterized proteins	303
TIGR00525	folB: dihydroneopterin aldolase	116
TIGR00526	folB_dom: FolB domain	122
TIGR00527	gcvH: glycine cleavage system H protein	129
TIGR00528	gcvT: glycine cleavage system T protein	362
TIGR00529	AF0261: integral membrane protein, TIGR00529 family	387
TIGR00530	AGP_acyltrn: 1-acylglycerol-3-phosphate O-acyltransferases	130
TIGR00531	BCCP: acetyl-CoA carboxylase, biotin carboxyl carrier protein	156
TIGR00532	HMG_CoA_R_NAD: hydroxymethylglutaryl-CoA reductase, degradative	395
TIGR00533	HMG_CoA_R_NADP: hydroxymethylglutaryl-CoA reductase (NADPH)	402
TIGR00534	OpcA: glucose-6-phosphate dehydrogenase assembly protein OpcA	313
TIGR00535	SAM_DCase: S-adenosylmethionine decarboxylase proenzyme	334
TIGR00536	hemK_fam: methyltransferase, HemK family	286
TIGR00537	hemK_rel_arch: putative methylase	179
TIGR00538	hemN: oxygen-independent coproporphyrinogen III oxidase	454
TIGR00539	hemN_rel: putative oxygen-independent coproporphyrinogen III oxidase	361
TIGR00540	TPR_hemY_coli: heme biosynthesis-associated TPR protein	385
TIGR00541	hisDCase_pyru: histidine decarboxylase, pyruvoyl type	307
TIGR00542	hxl6Piso_put: putative hexulose-6-phosphate isomerase	279
TIGR00543	isochor_syn: isochorismate synthase	349
TIGR00544	lgt: prolipoprotein diacylglyceryl transferase	280
TIGR00545	lipoyltrans: lipoyltransferase and lipoate-protein ligase	326
TIGR00546	lnt: apolipoprotein N-acyltransferase	395
TIGR00547	lolA: outer membrane lipoprotein carrier protein LolA	204
TIGR00548	lolB: outer membrane lipoprotein LolB	202
TIGR00549	mevalon_kin: mevalonate kinase	276
TIGR00550	nadA: quinolinate synthetase complex, A subunit	309
TIGR00551	nadB: L-aspartate oxidase	489
TIGR00552	nadE: NAD+ synthetase	251
TIGR00553	pabB: aminodeoxychorismate synthase, component I	329
TIGR00554	panK_bact: pantothenate kinase	307
TIGR00555	panK_eukar: pantothenate kinase	304
TIGR00556	pantethn_trn: phosphopantetheine--protein transferase domain	128
TIGR00557	pdxA: 4-hydroxythreonine-4-phosphate dehydrogenase PdxA	320
TIGR00558	pdxH: pyridoxamine 5'-phosphate oxidase	217
TIGR00559	pdxJ: pyridoxine 5'-phosphate synthase	239
TIGR00560	pgsA: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	183
TIGR00561	pntA: NAD(P)(+) transhydrogenase (AB-specific), alpha subunit	511
TIGR00562	proto_IX_ox: protoporphyrinogen oxidase	470
TIGR00563	rsmB: ribosomal RNA small subunit methyltransferase B	437
TIGR00564	trpE_most: anthranilate synthase component I	455
TIGR00565	trpE_proteo: anthranilate synthase component I	498
TIGR00566	trpG_papA: glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase	192
TIGR00567	3mg: DNA-3-methyladenine glycosylase	192
TIGR00568	alkb: alkylated DNA repair protein AlkB	173
TIGR00569	ccl1: cyclin ccl1	305
TIGR00570	cdk7: CDK-activating kinase assembly factor MAT1	309
TIGR00571	dam: DNA adenine methylase	267
TIGR00573	dnaq: exonuclease, DNA polymerase III, epsilon subunit family	217
TIGR00574	dnl1: DNA ligase I, ATP-dependent (dnl1)	527
TIGR00575	dnlj: DNA ligase, NAD-dependent	652
TIGR00576	dut: dUTP diphosphatase	143
TIGR00577	fpg: formamidopyrimidine-DNA glycosylase	276
TIGR00578	ku70: ATP-dependent DNA helicase II, 70 kDa subunit (ku70)	586
TIGR00580	mfd: transcription-repair coupling factor	923
TIGR00581	moaC: molybdenum cofactor biosynthesis protein C	148
TIGR00583	mre11: DNA repair protein (mre11)	405
TIGR00584	mug: mismatch-specific thymine-DNA glycosylate (mug)	328
TIGR00585	mutl: DNA mismatch repair protein MutL	313
TIGR00586	mutt: mutator mutT protein	129
TIGR00587	nfo: apurinic endonuclease (APN1)	279
TIGR00588	ogg: 8-oxoguanine DNA-glycosylase (ogg)	310
TIGR00589	ogt: methylated-DNA-[protein]-cysteine S-methyltransferase	80
TIGR00590	pcna: proliferating cell nuclear antigen (pcna)	259
TIGR00591	phr2: deoxyribodipyrimidine photolyase	453
TIGR00592	pol2: DNA polymerase (pol2)	1176
TIGR00593	pola: DNA polymerase I	890
TIGR00594	polc: DNA polymerase III, alpha subunit	1022
TIGR00595	priA: primosomal protein N'	509
TIGR00596	rad1: DNA repair protein (rad1)	813
TIGR00597	rad10: DNA repair protein rad10	112
TIGR00598	rad14: DNA repair protein	171
TIGR00599	rad18: DNA repair protein rad18	397
TIGR00600	rad2: DNA excision repair protein (rad2)	1039
TIGR00601	rad23: UV excision repair protein Rad23	381
TIGR00602	rad24: checkpoint protein rad24	640
TIGR00603	rad25: DNA repair helicase rad25	734
TIGR00604	rad3: DNA repair helicase (rad3)	706
TIGR00605	rad4: DNA repair protein rad4	1047
TIGR00606	rad50: rad50	1311
TIGR00607	rad52: recombination protein rad52	161
TIGR00608	radc: DNA repair protein RadC	218
TIGR00609	recB: exodeoxyribonuclease V, beta subunit	1175
TIGR00611	recf: DNA replication and repair protein RecF	365
TIGR00612	ispG_gcpE: 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	357
TIGR00613	reco: DNA repair protein RecO	239
TIGR00614	recQ_fam: ATP-dependent DNA helicase, RecQ family	470
TIGR00615	recR: recombination protein RecR	196
TIGR00616	rect: recombinase, phage RecT family	242
TIGR00617	rpa1: replication factor-a protein 1 (rpa1)	608
TIGR00618	sbcc: exonuclease SbcC	1043
TIGR00619	sbcd: exonuclease SbcCD, D subunit	252
TIGR00621	ssb: single-stranded DNA-binding protein	166
TIGR00622	ssl1: transcription factor ssl1	112
TIGR00623	sula: cell division inhibitor SulA	168
TIGR00624	tag: DNA-3-methyladenine glycosylase I	179
TIGR00625	tfb2: transcription factor Tfb2	448
TIGR00627	tfb4: transcription factor tfb4	284
TIGR00628	ung: uracil-DNA glycosylase	210
TIGR00629	uvde: UV damage endonuclease UvdE	312
TIGR00630	uvra: excinuclease ABC subunit A	924
TIGR00631	uvrb: excinuclease ABC subunit B	658
TIGR00632	vsr: DNA mismatch endonuclease Vsr	119
TIGR00633	xth: exodeoxyribonuclease III (xth)	255
TIGR00634	recN: DNA repair protein RecN	563
TIGR00635	ruvB: Holliday junction DNA helicase RuvB	305
TIGR00636	PduO_Nterm: ATP:cob(I)alamin adenosyltransferase	171
TIGR00637	ModE_repress: ModE molybdate transport repressor domain	100
TIGR00638	Mop: molybdenum-pterin binding domain	70
TIGR00639	PurN: phosphoribosylglycinamide formyltransferase	192
TIGR00640	acid_CoA_mut_C: methylmalonyl-CoA mutase C-terminal domain	132
TIGR00641	acid_CoA_mut_N: methylmalonyl-CoA mutase N-terminal domain	528
TIGR00642	mmCoA_mut_beta: methylmalonyl-CoA mutase, small subunit	620
TIGR00643	recG: ATP-dependent DNA helicase RecG	629
TIGR00644	recJ: single-stranded-DNA-specific exonuclease RecJ	546
TIGR00645	HI0507: TIGR00645 family protein	167
TIGR00646	MG010: DNA primase-like protein	218
TIGR00647	MG103: conserved hypothetical protein	279
TIGR00648	recU: recombination protein U	169
TIGR00649	MG423: conserved hypothetical protein	546
TIGR00651	pta: phosphate acetyltransferase	304
TIGR00652	DapF: diaminopimelate epimerase	270
TIGR00653	GlnA: glutamine synthetase, type I	462
TIGR00654	PhzF_family: phenazine biosynthesis protein, PhzF family	298
TIGR00655	PurU: formyltetrahydrofolate deformylase	280
TIGR00656	asp_kin_monofn: aspartate kinase, monofunctional class	407
TIGR00657	asp_kinases: aspartate kinase	442
TIGR00658	orni_carb_tr: ornithine carbamoyltransferase	304
TIGR00659	TIGR00659: TIGR00659 family protein	226
TIGR00661	MJ1255: conserved hypothetical protein	321
TIGR00663	dnan: DNA polymerase III, beta subunit	367
TIGR00664	DNA_III_psi: DNA polymerase III, psi subunit	131
TIGR00665	DnaB: replicative DNA helicase	435
TIGR00666	PBP4: D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	397
TIGR00667	aat: leucyl/phenylalanyl-tRNA--protein transferase	193
TIGR00668	apaH: bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	279
TIGR00669	asnA: aspartate--ammonia ligase	330
TIGR00670	asp_carb_tr: aspartate carbamoyltransferase	304
TIGR00671	baf: pantothenate kinase, type III	243
TIGR00672	cdh: CDP-diacylglycerol pyrophosphatase	250
TIGR00673	cynS: cyanate hydratase	150
TIGR00674	dapA: dihydrodipicolinate synthase	286
TIGR00675	dcm: DNA (cytosine-5-)-methyltransferase	329
TIGR00676	fadh2: 5,10-methylenetetrahydrofolate reductase	275
TIGR00677	fadh2_euk: methylenetetrahydrofolate reductase	281
TIGR00678	holB: DNA polymerase III, delta' subunit	188
TIGR00679	hpr-ser: HPr(Ser) kinase/phosphatase	300
TIGR00680	kdpA: K+-transporting ATPase, A subunit	563
TIGR00681	kdpC: K+-transporting ATPase, C subunit	187
TIGR00682	lpxK: tetraacyldisaccharide 4'-kinase	324
TIGR00683	nanA: N-acetylneuraminate lyase	293
TIGR00684	narJ: nitrate reductase molybdenum cofactor assembly chaperone	152
TIGR00685	T6PP: trehalose-phosphatase	250
TIGR00686	phnA: putative alkylphosphonate utilization operon protein PhnA	109
TIGR00687	pyridox_kin: pyridoxal kinase	288
TIGR00688	rarD: protein RarD	256
TIGR00689	rpiB_lacA_lacB: sugar-phosphate isomerase, RpiB/LacA/LacB family	145
TIGR00690	rpoZ: DNA-directed RNA polymerase, omega subunit	60
TIGR00691	spoT_relA: RelA/SpoT family protein	687
TIGR00692	tdh: L-threonine 3-dehydrogenase	340
TIGR00693	thiE: thiamine-phosphate pyrophosphorylase	197
TIGR00694	thiM: hydroxyethylthiazole kinase	249
TIGR00695	uxuA: mannonate dehydratase	394
TIGR00696	wecG_tagA_cpsF: glycosyltransferase, WecB/TagA/CpsF family	178
TIGR00697	TIGR00697: conserved hypothetical integral membrane protein	201
TIGR00698	TIGR00698: conserved hypothetical protein	335
TIGR00699	GABAtrns_euk: 4-aminobutyrate aminotransferase	464
TIGR00700	GABAtrnsam: 4-aminobutyrate transaminase	420
TIGR00701	TIGR00701: TIGR00701 family protein	142
TIGR00702	TIGR00702: uncharacterized domain	377
TIGR00703	TIGR00703: TIGR00703 family protein	223
TIGR00704	NaPi_cotrn_rel: Na/Pi-cotransporter II-related protein	308
TIGR00705	SppA_67K: signal peptide peptidase SppA, 67K type	590
TIGR00706	SppA_dom: signal peptide peptidase SppA, 36K type	208
TIGR00707	argD: transaminase, acetylornithine/succinylornithine family	381
TIGR00708	cobA: cob(I)yrinic acid a,c-diamide adenosyltransferase	177
TIGR00709	dat: 2,4-diaminobutyrate 4-transaminase	442
TIGR00710	efflux_Bcr_CflA: drug resistance transporter, Bcr/CflA subfamily	385
TIGR00711	efflux_EmrB: drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family	485
TIGR00712	glpT: glycerol-3-phosphate transporter	440
TIGR00713	hemL: glutamate-1-semialdehyde-2,1-aminomutase	423
TIGR00714	hscB: Fe-S protein assembly co-chaperone HscB	156
TIGR00715	precor6x_red: precorrin-6x reductase	256
TIGR00716	rnhC: ribonuclease HIII	284
TIGR00717	rpsA: ribosomal protein S1	516
TIGR00718	sda_alpha: L-serine dehydratase, iron-sulfur-dependent, alpha subunit	300
TIGR00719	sda_beta: L-serine dehydratase, iron-sulfur-dependent, beta subunit	208
TIGR00720	sda_mono: L-serine ammonia-lyase	450
TIGR00721	tfx: DNA-binding protein, Tfx family	137
TIGR00722	ttdA_fumA_fumB: hydrolyase, tartrate alpha subunit/fumarate domain protein, Fe-S type	273
TIGR00723	ttdB_fumA_fumB: hydrolyase, tartrate beta subunit/fumarate domain protein, Fe-S type	169
TIGR00724	urea_amlyse_rel: biotin-dependent carboxylase uncharacterized domain	315
TIGR00725	TIGR00725: TIGR00725 family protein	159
TIGR00726	TIGR00726: uncharacterized protein, YfiH family	223
TIGR00727	ISP4_OPT: small oligopeptide transporter, OPT family	681
TIGR00728	OPT_sfam: oligopeptide transporter, OPT superfamily	659
TIGR00729	TIGR00729: ribonuclease HII	207
TIGR00730	TIGR00730: TIGR00730 family protein	178
TIGR00731	ctc_TL5: ribosomal protein L25, Ctc-form	176
TIGR00732	dprA: DNA protecting protein DprA	220
TIGR00733	TIGR00733: oligopeptide transporter, OPT family	589
TIGR00734	hisAF_rel: hisA/hisF family protein	221
TIGR00735	hisF: imidazoleglycerol phosphate synthase, cyclase subunit	254
TIGR00736	nifR3_rel_arch: putative TIM-barrel protein	231
TIGR00737	nifR3_yhdG: putative TIM-barrel protein, nifR3 family	319
TIGR00738	rrf2_super: Rrf2 family protein	132
TIGR00739	yajC: preprotein translocase, YajC subunit	84
TIGR00740	TIGR00740: tRNA (cmo5U34)-methyltransferase	239
TIGR00741	yfiA: ribosomal subunit interface protein	102
TIGR00742	yjbN: tRNA dihydrouridine synthase A	318
TIGR00743	TIGR00743: conserved hypothetical protein	95
TIGR00744	ROK_glcA_fam: ROK family protein (putative glucokinase)	318
TIGR00745	apbA_panE: 2-dehydropantoate 2-reductase	305
TIGR00746	arcC: carbamate kinase	309
TIGR00747	fabH: 3-oxoacyl-[acyl-carrier-protein] synthase III	322
TIGR00748	HMG_CoA_syn_Arc: putative hydroxymethylglutaryl-CoA synthase	345
TIGR00749	glk: glucokinase	315
TIGR00750	lao: LAO/AO transport system ATPase	300
TIGR00751	menA: 1,4-dihydroxy-2-naphthoate octaprenyltransferase	284
TIGR00752	slp: outer membrane lipoprotein, Slp family	182
TIGR00753	undec_PP_bacA: undecaprenyl-diphosphatase UppP	255
TIGR00754	bfr: bacterioferritin	157
TIGR00755	ksgA: dimethyladenosine transferase	256
TIGR00756	PPR: pentatricopeptide repeat domain	35
TIGR00757	RNaseEG: ribonuclease, Rne/Rng family	415
TIGR00758	UDG_fam4: uracil-DNA glycosylase, family 4	173
TIGR00759	aceE: pyruvate dehydrogenase (acetyl-transferring), homodimeric type	885
TIGR00760	araD: L-ribulose-5-phosphate 4-epimerase	228
TIGR00761	argB: acetylglutamate kinase	231
TIGR00762	DegV: EDD domain protein, DegV family	276
TIGR00763	lon: ATP-dependent protease La	795
TIGR00764	lon_rel: putative ATP-dependent protease	608
TIGR00765	yihY_not_rbn: YihY family inner membrane protein	259
TIGR00766	TIGR00766: inner membrane protein YhjD	263
TIGR00767	rho: transcription termination factor Rho	415
TIGR00768	rimK_fam: alpha-L-glutamate ligases, RimK family	276
TIGR00769	AAA: ADP/ATP carrier protein family	472
TIGR00770	Dcu: transporter, anaerobic C4-dicarboxylate uptake (Dcu) family	430
TIGR00771	DcuC: transporter, anaerobic C4-dicarboxylate uptake C (DcuC) family	388
TIGR00773	NhaA: Na+/H+ antiporter NhaA	374
TIGR00774	NhaB: Na+/H+ antiporter NhaB	515
TIGR00775	NhaD: Na+/H+ antiporter, NhaD family	420
TIGR00776	RhaT: RhaT L-rhamnose-proton symporter family protein	290
TIGR00777	ahpD: alkylhydroperoxidase, AhpD family	177
TIGR00778	ahpD_dom: alkylhydroperoxidase AhpD family core domain	51
TIGR00779	cad: cadmium resistance transporter family protein	193
TIGR00780	ccoN: cytochrome c oxidase, cbb3-type, subunit I	474
TIGR00781	ccoO: cytochrome c oxidase, cbb3-type, subunit II	232
TIGR00782	ccoP: cytochrome c oxidase, cbb3-type, subunit III	285
TIGR00783	ccs: citrate carrier protein, CCS family	420
TIGR00784	citMHS: citrate transporter	431
TIGR00785	dass: transporter, divalent anion:Na+ symporter (DASS) family	444
TIGR00786	dctM: TRAP transporter, DctM subunit	405
TIGR00787	dctP: TRAP transporter solute receptor, DctP family	257
TIGR00788	fbt: folate/biopterin transporter	468
TIGR00789	flhB_rel: FlhB domain protein	84
TIGR00790	fnt: formate/nitrite transporter	239
TIGR00791	gntP: transporter, gluconate:H+ symporter (GntP) family	439
TIGR00792	gph: sugar (Glycoside-Pentoside-Hexuronide) transporter	437
TIGR00793	kdgT: 2-keto-3-deoxygluconate transporter	314
TIGR00794	kup: potassium uptake protein	688
TIGR00795	lctP: transporter, lactate permease (LctP) family	530
TIGR00796	livcs: branched-chain amino acid transport system II carrier protein	405
TIGR00797	matE: MATE efflux family protein	396
TIGR00798	mtc: tricarboxylate carrier	317
TIGR00799	mtp: Golgi 4-transmembrane spanning transporter	258
TIGR00800	ncs1: NCS1 nucleoside transporter family	447
TIGR00801	ncs2: uracil-xanthine permease	415
TIGR00802	nico: transition metal uptake transporter, Ni2+-Co2+ transporter (NiCoT) family	281
TIGR00803	nst: UDP-galactose transporter	222
TIGR00804	nupC: nucleoside transporter, NupC family	401
TIGR00805	oat: sodium-independent organic anion transporter	639
TIGR00806	rfc: reduced folate carrier	511
TIGR00807	malonate_madL: malonate transporter, MadL subunit	125
TIGR00808	malonate_madM: malonate transporter, MadM subunit	254
TIGR00809	secB: protein-export chaperone SecB	140
